,seed,actions
69,3858330069,"[3, 2, 1, 1, 1, 3, 0, 3, 3, 1, 3, 3, 0, 0, 0, 2, 3, 2, 1, 2, 1, 2, 0, 0, 2, 1, 0, 3, 3, 1, 1, 2, 0, 0, 2, 2, 1, 1, 1, 3, 0, 2, 1, 3, 0, 3, 3, 1, 3, 3, 0, 0, 2, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 3, 3, 3, 0, 2, 0, 3, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 0, 0, 2, 2, 1, 1, 1, 3, 0, 2, 1, 3, 0, 3, 3, 1, 3, 3, 0, 0, 2, 2, 2, 0, 3, 1, 1, 2, 0, 0, 2, 2, 1, 3, 0, 2, 1, 1, 1, 3, 0, 3, 3, 1, 3, 3, 0, 0, 0, 2, 3, 2, 1, 2, 1, 2, 2, 0, 3, 0, 3, 1, 3, 2, 0, 2, 1, 2, 0, 2, 1, 1, 1, 3, 0, 3, 1, 3, 3, 3, 0, 0, 0, 2, 3, 2, 1, 1, 2, 1, 0, 0, 2, 0, 3, 1, 1, 1, 2, 2, 0, 3, 0, 3, 3, 1, 2, 1, 0, 0, 3, 3, 0, 2, 3, 2, 1, 2, 1, 1, 2, 2, 0, 3, 0, 0, 3, 1, 1, 2, 3, 0, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 1, 3, 0, 2, 0, 0, 3, 1, 1, 3, 3, 1, 2, 3, 0, 0, 2, 2, 1, 2, 1, 3, 0, 2, 0, 3, 3, 3, 0, 2, 3, 2, 1, 2, 1, 3, 3, 1, 2, 3, 0, 0, 2, 2, 1, 2, 0, 0, 3, 1, 1, 3, 1, 2, 0, 2, 0, 3, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 0, 0, 2, 2, 1, 1, 1, 3, 3, 0, 3, 0, 3, 0, 2, 3, 3, 1, 1, 1, 2, 0, 2, 2, 1, 3, 0, 2, 0, 3, 0, 2, 1, 3, 1, 3, 3, 1, 2, 3, 0, 0, 2, 2, 1, 2, 0, 0, 2, 3, 1, 3, 1, 2, 1, 3, 3, 2, 0, 2, 0, 3, 3, 0, 3, 1, 1, 2, 1, 1, 3, 0, 2, 2, 0, 2, 0, 3, 3, 3, 1, 1, 1]"
70,3858330070,"[0, 2, 3, 2, 1, 2, 1, 2, 2, 0, 0, 2, 1, 1, 1, 1, 3, 0, 2, 0, 0, 0, 3, 3, 3, 1, 1, 2, 0, 0, 2, 2, 1, 1, 1, 3, 0, 2, 1, 3, 0, 3, 3, 0, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 2, 2, 0, 0, 3, 1, 0, 2, 1, 3, 3, 3, 3, 0, 2, 3, 3, 1, 2, 2, 1, 2, 0, 2, 0, 2, 1, 1, 1, 3, 0, 2, 1, 3, 0, 3, 3, 0, 0, 2, 1, 3, 1, 2, 2, 2, 0, 3, 2, 0, 3, 1, 3, 3, 0, 2, 1, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 3, 1, 0, 0, 2, 1, 2, 2, 0, 3, 2, 3, 1, 2, 1, 1, 3, 0, 3, 3, 0, 0, 3, 3, 1, 2, 0, 2, 2, 1, 0, 3, 3, 1, 2, 2, 3, 1, 2, 2, 2, 0, 0, 3, 1, 0, 2, 1, 3, 3, 3, 0, 2, 1, 2, 1, 0, 2, 0, 3, 2, 3, 1, 2, 1, 1, 1, 3, 0, 2, 0, 0, 0, 3, 3, 1, 0, 2, 2, 1, 1, 1, 3, 0, 2, 1, 3, 0, 3, 3, 0, 2, 0, 3, 1, 1, 2, 2, 2, 0, 0, 3, 1, 0, 2, 1, 3, 3, 3, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 0, 2, 1, 0, 0, 3, 3, 1, 1, 2, 2, 0, 0, 2, 1, 1, 1, 1, 3, 0, 2, 0, 3, 0, 0, 3, 1, 3, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 3, 0, 2, 0, 2, 2, 1, 1, 3, 0, 0, 3, 1, 3, 3, 0, 2, 3, 3, 1, 2, 2, 1, 2, 3, 0, 2, 2, 1, 0, 0, 2, 1, 1, 3, 3, 3, 0, 0, 2, 1, 3, 1, 2, 2, 0, 2, 1, 1, 1, 3, 0, 2, 0, 0, 0, 3, 2, 3, 1, 2, 1, 3, 0, 3, 3, 0, 2]"
71,3858330071,"[2, 0, 0, 3, 0, 0, 2, 0, 3, 2, 3, 1, 1, 1, 2, 0, 0]"
72,3858330072,"[2, 0, 0, 3, 1, 1, 1, 1, 2, 0, 2, 0, 1, 1, 3, 3, 0, 0, 0, 2, 1, 2, 3, 0, 0, 2, 1, 3, 0, 3, 1, 1, 1, 1, 2, 2, 0, 0, 3, 2, 1, 1, 3, 0, 1, 2, 0, 3, 3, 0, 0, 0, 2, 2, 1, 3, 1, 0, 2, 1, 0, 1, 3, 0, 0, 3, 1, 1, 1, 1, 2, 0, 1, 2, 0, 3, 0, 1, 2, 0, 3, 1, 1, 3, 0, 0, 0, 0, 2, 1, 0, 1, 3, 1, 1, 1, 2, 2, 0, 0, 0, 3, 1, 2, 0, 3, 0, 3, 1, 1, 1, 1, 2, 0, 1, 2, 0, 0, 0, 3, 0, 3, 1, 1, 2, 1, 0, 0, 2, 1]"
73,3858330073,"[1, 1, 1, 3, 1, 2, 2, 2, 2, 0, 0, 0, 3, 3, 0, 1, 2, 2, 1, 1, 3, 1, 2, 0, 0, 0, 3, 3, 1, 3, 1, 3, 1, 3, 0, 0, 0, 2, 2, 1, 1, 2, 0, 3, 0, 2, 3, 2, 1, 3, 1, 3, 1, 2, 2, 2, 2, 0, 3, 1, 2, 0, 0, 0, 3, 2, 1, 1, 1, 3, 3, 0, 2, 1, 2, 0, 0, 0, 3, 3, 1, 3, 1, 3, 1, 2, 2, 2, 2, 0, 0, 0, 3, 3, 0, 3, 1, 2, 3, 3, 3, 1, 2, 1, 2, 2, 0, 1, 1, 2, 2, 0, 0, 0, 3, 3, 3, 1, 3, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 0, 0, 0, 3, 3, 3, 1, 3, 3, 1, 2, 1, 2, 0, 3, 1, 3, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 3, 3, 0, 2, 1, 2, 0, 0, 0, 3, 3, 3, 1, 3, 2, 0, 2, 1, 3, 3, 3, 0, 2, 2, 2, 2, 2, 1, 1, 1, 3, 3, 0, 3, 0, 1, 2, 2, 1, 2, 0, 0, 0, 3, 3, 1, 3, 1, 3, 2, 2, 0, 3, 1, 3, 1, 3, 0, 2, 1, 2, 2, 2, 2, 0, 3, 1, 2, 0, 0, 0, 3, 3, 3, 1, 1, 3, 3, 0, 2, 2, 1, 2, 2, 1, 2, 0]"
74,3858330074,"[0, 3, 2, 1, 1, 3, 0, 3, 0, 3, 2, 1, 2, 1, 2, 0, 0, 3, 0, 3, 0, 1, 2, 1, 1, 3, 0, 3, 0, 1, 2, 2, 0, 3, 0, 3, 0, 3, 3, 1, 1, 2, 2, 1, 0, 0, 0, 3, 3, 1, 2, 0, 3, 1, 1, 2, 2, 1, 2, 0, 3, 3, 3, 0, 2, 0, 2, 1, 3, 2, 0, 2, 1, 1, 0, 3, 3, 1, 2, 1, 2, 0, 2, 1, 2, 3, 0, 3, 3, 0, 3, 0, 2, 2, 1, 3, 1, 1, 2, 2, 0, 3, 0, 1, 2, 1, 2, 1, 1, 3, 0, 1, 2, 0, 3, 3, 0, 3, 0, 2, 2, 1, 2, 3, 0, 3, 3, 3, 3, 0, 2, 0, 2, 1, 3, 1, 2, 1, 2, 0, 3, 2, 2, 1, 2, 1, 1, 3, 0, 1, 2, 0, 0, 3, 1, 3, 0, 3, 2, 2, 0, 3, 2, 1, 1, 3, 0, 3, 0, 2, 3, 3, 3, 0, 2, 0, 2, 2, 1, 3, 1, 1, 2, 2, 0, 3, 0, 3, 0, 3, 3, 1, 2, 1, 2, 0, 1, 1, 2, 2, 0, 3, 0, 0, 3, 1, 3, 1, 2, 1, 0, 0, 3, 3, 0, 2, 3, 2, 1, 2, 2, 1, 3, 2, 0, 0, 3, 1, 1, 2, 2, 1, 1, 3, 0, 3, 2, 2, 0, 3, 0, 3, 3, 3, 0, 2, 3, 2, 1, 2, 2, 1, 2, 1, 1, 3, 0, 3, 0, 2, 0, 0, 3, 1, 3, 2, 0, 2, 1, 1, 2, 1, 1, 3, 0, 3, 0, 2, 3, 3, 3, 0, 0, 2, 3, 2, 1, 3, 1, 2, 2, 2, 0, 3, 1, 2, 0, 0, 3, 1, 1, 3, 3, 0, 2, 3, 1, 2, 2, 2, 0, 3, 1, 3, 3, 0, 0, 2, 3, 1, 1, 2, 0]"
75,3858330075,"[0, 3, 2, 3, 0, 3, 1, 3, 2, 0, 2, 1, 2, 2, 0, 3]"
76,3858330076,"[3, 2, 1, 1, 1, 3, 1, 3, 0, 0, 0, 2, 0, 3, 1, 2, 1, 2, 1, 3, 1, 3, 0, 3, 1, 3, 0, 0, 2, 1, 1, 2, 2, 0, 2, 0, 3, 0, 0, 2, 1, 0, 3, 3, 1, 2, 1, 3, 0, 0, 2, 2, 1, 1, 3, 0, 0, 3, 1, 1, 1, 3, 1, 3, 0, 0, 2, 1, 1, 2, 2, 2, 0, 3, 3, 0, 3, 2, 2, 0, 2, 1, 3, 0, 0, 3, 1, 0, 2, 2, 1, 1, 3, 3, 0, 0, 2, 2, 1, 1, 3, 1, 1, 2, 0, 3, 1, 3, 0, 3, 1, 3, 0, 0, 2, 1, 1, 2, 2, 0, 0, 0, 2, 1, 3, 1, 3, 0, 3, 2, 2, 1, 1, 2, 0, 3, 1, 3, 0, 3, 1, 3, 0, 0, 2, 2, 2, 0, 0, 3, 1, 0, 2, 2, 1, 3, 1, 1, 2, 0, 1, 0, 3, 1, 3, 0, 3, 2, 2, 0, 0, 2, 1, 0, 3, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 3, 1, 0, 2, 1, 1, 2, 1, 3, 1, 3, 0, 3, 0, 2, 3, 2, 0, 0, 2, 2, 1, 0, 3, 3, 1, 1, 3, 1, 1, 2, 2, 0, 0, 1, 1, 3, 0, 3, 1, 3, 0, 0, 2, 2, 0, 0, 2, 2, 1, 1, 3, 2, 0, 0, 3, 1, 0, 2, 1, 3, 3, 1, 3, 1, 1, 2, 2, 2, 0, 3, 1, 3, 0, 3, 1, 3, 0, 0, 2, 2, 0, 2, 1, 0, 2, 1, 3, 0, 0, 3, 1, 1, 3, 1, 1, 2, 2, 0, 0, 2, 3, 1, 1, 2, 0, 3, 1, 3, 0, 3, 1, 3, 0, 0, 2, 2, 0, 0, 2, 1, 2, 1, 0, 3, 1, 0, 0, 2, 1, 1, 3, 3, 3, 1, 1, 2, 2, 2, 0, 1, 3, 0, 2, 0, 1, 3, 0, 2, 1, 3, 1, 3, 0, 3, 1, 3, 0, 0, 2, 2, 0, 0, 2, 2, 1, 0, 3, 3, 1, 1, 3, 1, 1, 2, 2, 0, 2, 0, 1, 0, 3, 1, 1, 3, 0, 3, 1, 3, 0, 0, 2, 2, 0, 0, 2, 1, 1, 0, 0, 2, 1, 0, 3, 3, 1, 2, 1, 3, 3, 1, 1, 2, 2, 2, 0, 3, 1, 0, 0, 0, 2, 1, 3, 1, 3, 0, 3, 3, 1, 1, 2, 2, 2, 2, 0, 3, 1, 3, 0, 0, 3, 3, 1, 2, 1, 3, 0, 2, 0, 2, 0, 0, 2, 2, 1, 3, 1, 1, 2, 0]"
77,3858330077,"[2, 0, 1, 1, 3, 2, 0, 3, 0, 0, 0, 2, 1, 0, 3, 1, 1, 1, 2, 1, 3, 1, 2, 0, 1, 3, 0, 0, 0, 0, 2, 1, 3, 1, 1, 2, 1, 2, 3, 0, 3, 0, 0, 2, 1, 3, 1, 1, 2, 2, 2, 3, 3, 3, 0, 0, 2, 1, 3, 1, 2]"
78,3858330078,"[2, 1, 0, 3, 1]"
79,3858330079,"[1, 1, 3, 1]"
80,3858330080,"[3, 2, 2, 0, 2, 2, 1, 1, 3, 2, 1, 1, 1, 3, 3, 3, 0, 3, 0, 3, 0, 0, 2, 1, 3, 0, 2, 2, 2, 0, 2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 0, 0, 2, 0, 2, 2, 1, 1, 1, 3, 3, 3, 0, 3, 0, 2, 1, 1, 2, 2, 2, 0, 0, 0, 3, 0, 3, 0, 2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 0, 3, 0, 3, 0, 0, 2, 1]"
81,3858330081,"[0, 3, 0, 3, 1, 0, 0, 0, 2, 1, 2, 3, 0, 3, 1, 1, 1, 2, 0, 0, 2, 3, 1, 3, 0, 0, 2]"
82,3858330082,"[3, 1, 1, 2, 2, 0, 3, 0, 3, 3, 1, 0, 2, 2, 1, 3]"
83,3858330083,"[2, 1, 3, 2, 0, 3, 3, 1, 1, 1, 2, 2, 1, 1, 3, 0, 1, 0, 3, 0, 0, 0, 2, 2, 1, 3, 1, 3, 1, 1, 2, 2, 0, 0, 3, 2, 1, 1, 3, 3, 0, 2, 1, 0, 3, 0, 0, 0, 2, 1, 1, 2, 0, 1, 0, 3, 3, 1, 2, 1, 1, 2, 0, 3, 1, 3, 0, 0, 0, 0, 2, 1, 2, 0]"
84,3858330084,"[1, 2, 3, 1, 2, 2, 2, 0, 2, 2, 1, 1, 3, 1, 2, 0, 0, 0, 3, 3, 3, 1, 3, 3, 0, 2, 2, 2]"
85,3858330085,"[3, 1, 3, 3, 0, 1, 2, 2, 0, 3, 3, 1, 1, 3, 3, 0, 2, 0, 2, 2, 1, 3, 0, 1, 1, 3, 3, 0, 2, 2]"
86,3858330086,"[3, 1, 0, 2, 1, 1, 3, 3, 3, 0, 2, 2]"
87,3858330087,"[3, 0, 3, 3, 1, 1, 2, 1, 3, 0, 0, 0, 2, 2, 1, 3, 2, 0, 3, 1, 1, 3, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 0, 2, 0, 3, 3, 1, 2, 1, 1, 3, 0, 1, 0, 2, 0, 2, 0, 3, 3, 1, 2, 1, 1, 3, 1, 1, 2, 0, 0, 0, 0, 3, 1, 0, 1, 2, 0, 2, 0, 3, 1, 3, 1, 2, 1, 1, 3, 0]"
88,3858330088,"[3, 1, 3, 1, 3, 1, 2, 3, 0, 2, 1, 1, 1, 2, 2, 0, 0, 3, 1, 3, 1, 3, 0, 0, 0, 2, 0, 2, 1, 3, 1, 3, 0, 2, 2, 1, 3, 1, 3, 2, 0, 2, 2, 1, 3, 0, 3, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 2, 1, 1, 2, 1, 3, 2, 0, 0, 3, 1, 3, 3, 0, 2, 3, 0, 2, 1, 1, 3, 1, 2, 0, 1, 3, 0, 0, 0, 2, 2, 1, 3, 2, 2, 1, 1, 3, 0, 3, 3, 0, 0, 2, 2, 1, 3, 2, 0, 0, 3, 1, 3, 1, 1, 1, 2, 0, 1, 3, 0, 0, 0, 2, 2, 1, 2, 1, 3, 0, 3, 3, 1, 1, 2, 2, 3, 0, 1, 2, 2, 0, 0, 3, 1, 3, 1, 3, 0, 0, 2, 3, 0, 2, 1, 1, 1, 2, 2, 2, 3, 0, 3, 3, 1, 3, 0, 0, 0, 2, 2, 1]"
89,3858330089,"[3, 0, 1, 2, 2, 0, 3, 0, 1, 2, 1, 3, 3, 3, 0, 2, 0, 2, 3, 3, 1, 2, 1, 2, 2, 0, 3, 0, 3, 3, 1, 1, 2, 0]"
90,3858330090,"[3, 1, 3, 2, 0, 2, 1, 1, 1, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 1, 3, 0, 3, 0, 2, 1, 2, 1, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 0, 2, 2, 1, 3, 0, 1, 1, 3, 1, 1, 2, 0, 3, 0, 3, 0, 2, 1, 0, 0, 2, 2, 1, 3, 0, 3, 1, 1, 1, 2, 0, 3, 2, 1, 1, 1, 3, 0, 2, 0, 0, 3, 0, 0, 2, 2, 1, 3, 0, 1, 1, 3, 1, 0, 2, 0, 0, 3, 1, 3, 1, 2, 1, 2, 1, 1, 3, 0, 2, 0, 0, 3, 1, 0, 0, 0, 2, 2, 1, 3, 0, 1, 1, 3, 1, 2, 1, 1, 3, 0, 2, 0, 0, 3, 3, 0, 2, 1, 2, 1, 1, 3, 0, 1, 0, 2, 0, 0, 3, 1, 2, 3, 0, 0, 2, 1, 3, 1, 1, 0, 2, 0, 2, 2, 0, 3]"
91,3858330091,"[1, 1, 2, 2, 0, 3, 2, 1, 1, 2, 2, 1, 2, 0, 0, 3, 1, 0, 2, 1, 1, 3, 3, 0, 3, 3, 3, 0, 2, 2, 0, 3, 0, 3, 1, 0, 1, 2, 2, 1, 1, 2, 2, 0, 3, 2, 1, 1, 3, 0, 3, 3, 3, 0, 2, 0, 2, 1, 3, 2, 0, 3, 0, 3, 1, 0, 1, 2, 2, 1, 3, 1, 2, 3, 3, 0, 2, 2, 1, 2, 0, 3, 1, 3, 3, 0, 2, 0, 0, 3, 1, 0, 1, 2, 2, 1, 1, 2, 0, 2, 2, 1, 1, 3, 0, 1, 2, 0, 3, 3, 0, 3, 1, 3, 3, 0, 2, 2, 0, 3, 0, 3, 1, 0, 1, 2, 2, 1, 1, 2, 2, 1, 2, 0, 0, 3, 1, 0, 2, 1, 1, 3, 3, 0, 3, 3, 3, 0, 2, 2, 1, 2, 2, 0, 3, 2, 1, 1, 3, 0, 3, 3, 3, 0, 2, 0, 0, 3, 1, 0, 1, 2, 2, 1, 3, 1, 3, 0, 2, 2, 2, 1, 3, 0, 3, 3, 1, 2, 2, 3, 3, 0, 2, 2, 0, 3, 0, 3, 1, 0, 1, 2, 2, 1, 1, 2, 0, 3, 1, 3, 3, 0, 2, 2, 1, 2, 0, 2, 1, 0, 1, 3, 0, 3, 1, 3, 3, 0, 2, 0, 0, 3, 1]"
92,3858330092,"[0, 2, 3, 1, 1, 1, 2, 0, 0, 0]"
93,3858330093,"[0, 0, 2, 0, 0, 0, 3, 3, 1, 2, 0, 3, 1, 2, 1, 2, 1, 2, 1, 3, 0, 3, 0, 0, 0, 2, 1, 3, 1, 1, 2, 1, 1, 3, 0, 1, 0, 2, 0, 0, 3, 1, 2, 3, 0, 0, 0, 2, 2, 1, 3, 1, 1, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0, 3, 3, 1, 2, 0, 3, 1, 2, 1, 2, 1, 1, 3, 0, 2, 0, 0, 3, 1, 2, 0, 2, 0, 3, 1, 1, 3, 1, 2, 3, 0, 2, 0, 3, 3, 0, 2, 3, 2, 1, 2, 1, 1, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 3, 0, 2, 3, 3, 1, 2, 1, 1, 2, 3, 0, 2, 0, 0, 2, 1, 3, 1, 1, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 3, 0, 2, 2, 1, 2, 2, 0, 3, 2, 3, 1, 3, 3, 1, 1, 1, 3, 0, 2, 0, 0, 0, 2, 1, 3, 3, 1, 1, 2, 3, 0, 2, 0, 3, 0, 2, 2, 1, 2, 2, 0, 3, 2, 3, 1, 3, 3, 1, 1, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0, 2, 1, 3, 1, 1, 1, 3, 0, 2, 0, 0, 3, 0, 2, 2, 1, 2, 2, 0, 3, 2, 3, 1, 3, 3, 3, 1, 2, 0, 2, 2, 0, 3, 1, 3, 1, 3, 1, 2, 3, 0, 2, 0, 2, 0, 3, 1, 1, 1, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 3, 3, 0, 2, 3, 2, 1, 2, 1, 1, 1, 3, 0, 2, 0, 0, 2, 0, 3, 1, 3, 1, 2, 1, 1, 3, 0, 2, 0, 0, 3, 3, 0, 2, 2, 3, 3, 1, 2, 2, 1, 1, 3, 0, 2, 0, 0, 2, 1, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 2, 2, 0, 3, 2, 3, 1, 3, 3, 1, 0, 0, 3, 3, 1, 2, 0, 2, 2, 3, 1, 3, 2, 0, 2, 1, 2, 2, 0, 3, 2, 3, 1, 3, 3, 1, 0, 0, 2, 1, 3, 1, 1, 3, 2, 0, 0, 3, 0, 2, 2, 1, 2, 2, 0, 3, 2, 3, 1, 3, 3, 1, 1, 3, 1, 1, 2, 0, 3, 0, 0, 2, 0, 2, 2, 0, 3, 1, 3, 1, 1, 3, 2, 0, 0, 2, 0, 3, 1, 1, 1, 3, 1, 1, 2, 0, 3, 0, 0, 2, 0, 3, 3, 0, 2, 3, 2, 1, 2, 1, 3, 1, 1, 2, 0, 1, 3, 0, 0, 0, 2, 2, 0, 3, 1, 1, 1, 3, 2, 0, 0, 3, 3, 0, 2, 3, 2, 1, 2, 1, 1, 3, 1, 1, 2, 0, 3, 0, 0, 2, 0, 2, 0, 3, 1, 1, 3, 1, 1, 2, 0, 1, 3, 0, 0, 0, 3, 0, 2, 3, 2, 1, 2, 1, 0, 1, 3, 0, 0, 2, 3, 3, 1, 2, 2, 1, 1, 3, 2, 0, 0, 0, 2, 1, 3, 1, 1, 3, 1, 1, 2, 0, 3, 0, 0, 2, 0, 3, 0, 2, 2, 1, 2, 2, 0, 3, 2, 3, 1, 3, 3, 1, 3, 1, 1, 2, 0, 1, 3, 0, 0, 0, 2, 2, 2, 0, 3, 1, 3, 3, 1, 1, 2, 0, 1, 1, 3, 0, 0, 0, 0, 2, 1, 3, 1, 1, 2, 0, 1, 1, 3, 0, 0, 0, 2, 2]"
94,3858330094,"[3, 0, 3, 1, 2, 0, 2, 0, 0, 2, 1, 1, 1, 3, 1, 1, 3, 0, 1, 2, 2, 0, 0, 0, 3, 3, 3, 0, 2, 3, 1, 2, 0, 0, 2, 2, 1, 1, 1, 3, 1, 3, 0, 3, 0, 0, 2, 0, 2, 1, 0, 2, 1, 1, 1, 3, 3, 0, 3, 1, 2, 2, 0, 2, 0, 0, 3, 3, 1, 3, 1, 1, 2, 2, 1, 1, 2, 0, 0, 0, 0, 3, 0, 2, 1, 1, 1, 3, 1, 1, 3, 0, 0, 3, 0, 2, 3, 0, 2, 3, 1, 1, 2, 0, 0, 0, 2, 2, 1, 1, 3, 2, 1, 3, 3, 0, 3, 1, 2, 0, 2, 2, 0, 0, 3, 1, 0, 3, 1, 3, 1, 1, 2, 2, 0, 2, 1, 3, 1, 1, 3, 0, 0, 3, 0, 2, 3, 1, 2, 0, 0, 0, 2, 2, 1, 3, 1]"
95,3858330095,"[3, 2, 2, 2, 0, 3, 0, 1, 2, 1, 3, 3, 3, 0, 1, 2, 2, 0, 3, 3, 2, 3, 1, 3, 0]"
96,3858330096,"[1, 0, 3, 3, 3, 1, 1, 3, 3, 0, 0, 2, 3, 1, 1, 2, 2, 0, 2, 0, 2, 2, 1, 3, 2, 0, 3, 3, 0, 3, 1, 1, 0, 0, 2, 1, 2, 1, 3, 3, 2, 3, 0, 3, 3, 1, 1, 2, 0, 3, 0, 2, 3, 1, 1, 2, 0, 2, 0]"
97,3858330097,"[0, 2, 0, 2, 3, 1, 3, 0, 1, 0, 2, 2, 0, 0, 3, 3, 1, 2, 0, 3, 1, 2, 1, 1, 3, 0, 1, 0, 2, 2, 0, 1, 0, 3, 0, 3, 1, 2, 2, 1, 3, 1, 3, 0, 0]"
98,3858330098,"[2, 1, 0, 3, 1, 3, 1, 1, 2, 0, 3, 1, 2, 2, 0, 1, 1, 1, 3, 0, 0, 3, 0, 0, 0, 2, 1, 3, 1, 1, 2, 0, 3, 0, 0, 2, 2, 1, 0, 3, 1, 3, 1, 1, 2, 2, 0, 1, 1, 1, 3, 0, 0, 3, 0, 0, 2, 1, 3, 0, 0, 2, 2, 1, 0, 3, 1, 3, 1, 1, 2, 3, 0, 0, 0, 2, 1, 1, 1, 1, 1, 2, 2, 0, 0, 3, 0, 1, 0, 3, 3, 1, 2, 3, 0, 0, 0, 2, 1, 1, 2, 1, 2, 3, 0, 3, 3, 0, 0, 2, 2, 1, 0, 3, 1, 3, 1, 1, 2, 2, 2, 1, 3, 0, 0, 1, 1, 1, 3, 0, 1, 2, 2, 0, 0, 3, 0, 3, 1, 3, 0, 0, 0, 2, 2, 1, 0, 3, 1, 3, 1, 1, 2, 2, 1, 1, 3, 0, 0, 3, 0, 0, 0, 2, 1, 2, 1, 0, 0, 3, 1, 3, 1, 1, 2, 0, 2, 1, 2, 3, 0, 0, 0, 3, 1, 3, 1, 1, 2, 2, 2, 1, 1, 3, 0, 1, 2, 0, 3, 3, 0, 3, 0, 0, 2, 1, 2, 1]"
99,3858330099,"[1, 0, 1, 3, 1, 1, 2, 0, 1, 0, 3, 1, 1, 1, 2, 0, 1, 3, 0, 0, 0, 2, 0, 1, 3, 1, 1, 2, 0]"
